"Full commodity code","Formatted commodity code","PLS","Duty","Notes","Description"
"7219211000","7219 21 10","80","0.00%","","Containing by weight 2;5% or more of nickel"
"7219219000","7219 21 90","80","0.00%","","Containing by weight less than 2;5% of nickel"
"7219220000","7219 22","80","","","Of a thickness of 4;75 mm or more but not exceeding 10 mm"
"7219221000","7219 22 10","80","0.00%","","Containing by weight 2;5% or more of nickel"
"7219229000","7219 22 90","80","0.00%","","Containing by weight less than 2;5% of nickel"
"7219230000","7219 23","80","0.00%","","Of a thickness of 3 mm or more but less than 4;75 mm"
"7219240000","7219 24","80","0.00%","","Of a thickness of less than 3 mm"
"7219310000","","10","","","Not further worked than cold-rolled (cold-reduced)"
"7219310000","7219 31","80","0.00%","","Of a thickness of 4;75 mm or more"
"7219320000","7219 32","80","","","Of a thickness of 3 mm or more but less than 4;75 mm"
"7219321000","7219 32 10","80","0.00%","","Containing by weight 2;5% or more of nickel"
"7219329000","7219 32 90","80","0.00%","","Containing by weight less than 2;5% of nickel"
"7219330000","7219 33","80","","","Of a thickness exceeding 1 mm but less than 3 mm"
"7219331000","7219 33 10","80","0.00%","","Containing by weight 2;5% or more of nickel"
"7219339000","7219 33 90","80","0.00%","","Containing by weight less than 2;5% of nickel"
"7219340000","7219 34","80","","","Of a thickness of 0;5 mm or more but not exceeding 1 mm"
"7219341000","7219 34 10","80","0.00%","","Containing by weight 2;5% or more of nickel"
"7219349000","7219 34 90","80","0.00%","","Containing by weight less than 2;5% of nickel"
"7219350000","7219 35","80","","","Of a thickness of less than 0;5 mm"
"7219351000","7219 35 10","80","0.00%","","Containing by weight 2;5% or more of nickel"
"7219359000","7219 35 90","80","0.00%","","Containing by weight less than 2;5% of nickel"
"7219900000","7219 90","80","","","Other"
"7219902000","7219 90 20","80","0.00%","","Perforated"
"7219908000","7219 90 80","80","0.00%","","Other"
"7220000000","7220","80","","","Flat-rolled products of stainless steel; of a width of less than 600 mm"
"7220110000","","10","","","Not further worked than hot-rolled"
"7220110000","7220 11","80","0.00%","","Of a thickness of 4;75 mm or more"
"7220120000","7220 12","80","0.00%","","Of a thickness of less than 4;75 mm"
"7220200000","7220 20","80","","","Not further worked than cold-rolled (cold-reduced)"
"7220202100","","10","","","Of a thickness of 3 mm or more; containing by weight"
"7220202100","7220 20 21","80","0.00%","","2;5% or more of nickel"
"7220202900","7220 20 29","80","0.00%","","Less than 2;5% of nickel"
"7220204100","","10","","","Of a thickness exceeding 0;35 mm but of less than 3 mm; containing by weight"
"7220204100","7220 20 41","80","0.00%","","2;5% or more of nickel"
"7220204900","7220 20 49","80","0.00%","","Less than 2;5% of nickel"
"7220208100","","10","","","Of a thickness not exceeding 0;35 mm; containing by weight"
"7220208100","7220 20 81","80","0.00%","","2;5% or more of nickel"
"7220208900","7220 20 89","80","0.00%","","Less than 2;5% of nickel"
"7220900000","7220 90","80","","","Other"
"7220902000","7220 90 20","80","0.00%","","Perforated"
"7220908000","7220 90 80","80","0.00%","","Other"
"7221000000","7221","80","","","Bars and rods; hot-rolled; in irregularly wound coils; of stainless steel"
"7221001000","7221 00 10","80","0.00%","","Containing by weight 2;5% or more of nickel"
"7221009000","7221 00 90","80","0.00%","","Containing by weight less than 2;5% of nickel"
"7222000000","7222","80","","","Other bars and rods of stainless steel; angles; shapes and sections of stainless steel"
"7222110000","","10","","","Bars and rods; not further worked than hot-rolled; hot-drawn or extruded"
"7222110000","7222 11","80","","","Of circular cross-section"
"7222111100","","10","","","Of a diameter of 80 mm or more; containing by weight"
"7222111100","7222 11 11","80","0.00%","","2;5% or more of nickel"
"7222111900","7222 11 19","80","0.00%","","Less than 2;5% of nickel"
"7222118100","","10","","","Of a diameter of less than 80 mm; containing by weight"
"7222118100","7222 11 81","80","0.00%","","2;5% or more of nickel"
"7222118900","7222 11 89","80","0.00%","","Less than 2;5% of nickel"
"7222190000","7222 19","80","","","Other"
"7222191000","7222 19 10","80","0.00%","","Containing by weight 2;5% or more of nickel"
"7222199000","7222 19 90","80","0.00%","","Containing by weight less than 2;5% of nickel"
"7222200000","7222 20","80","","","Bars and rods; not further worked than cold-formed or cold-finished"
"7222201100","","10","","","Of circular cross-section"
"7222201100","","20","","","Of a diameter of 80 mm or more; containing by weight"
"7222201100","7222 20 11","80","0.00%","","2;5% or more of nickel"
"7222201900","7222 20 19","80","0.00%","","Less than 2;5% of nickel"
"7222202100","","10","","","Of a diameter of 25 mm or more; but less than 80 mm; containing by weight"
"7222202100","7222 20 21","80","0.00%","","2;5% or more of nickel"
"7222202900","7222 20 29","80","0.00%","","Less than 2;5% of nickel"
"7222203100","","10","","","Of a diameter of less than 25 mm; containing by weight"
"7222203100","7222 20 31","80","0.00%","","2;5% or more of nickel"
"7222203900","7222 20 39","80","0.00%","","Less than 2;5% of nickel"
"7222208100","","10","","","Other; containing by weight"
"7222208100","7222 20 81","80","0.00%","","2;5% or more of nickel"
"7222208900","7222 20 89","80","0.00%","","Less than 2;5% of nickel"
"7222300000","7222 30","80","","","Other bars and rods"
"7222305100","","10","","","Forged; containing by weight"
"7222305100","7222 30 51","80","0.00%","","2;5% or more of nickel"
"7222309100","7222 30 91","80","0.00%","","Less than 2;5% of nickel"
"7222309700","7222 30 97","80","0.00%","","Other"
"7222400000","7222 40","80","","","Angles; shapes and sections"
"7222401000","7222 40 10","80","0.00%","","Not further worked than hot-rolled; hot-drawn or extruded"
"7222405000","7222 40 50","80","0.00%","","Not further worked than cold-formed or cold-finished"
"7222409000","7222 40 90","80","0.00%","","Other"
"7223000000","7223","80","","","Wire of stainless steel"
"7223001100","","10","","","Containing by weight 2;5% or more of nickel"
"7223001100","7223 00 11","80","0.00%","","Containing by weight 28% or more but not more than 31% of nickel and 20% or more but not more than 22% of chromium"
"7223001900","7223 00 19","80","0.00%","","Other"
"7223009100","","10","","","Containing by weight less than 2;5% of nickel"
"7223009100","7223 00 91","80","0.00%","","Containing by weight 13% or more but not more than 25% of chromium and 3;5% or more but not more than 6% of aluminium"
"7223009900","7223 00 99","80","0.00%","","Other"
"7224000000","","10","","","IV. OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS; OF ALLOY OR NON-ALLOY STEEL"
"7224000000","7224","80","","","Other alloy steel in ingots or other primary forms; semi-finished products of other alloy steel"
"7224100000","7224 10","80","","","Ingots and other primary forms"
"7224101000","7224 10 10","80","0.00%","","Of tool steel"
"7224109000","7224 10 90","80","0.00%","","Other"
"7224900000","7224 90","80","","","Other"
"7224900200","7224 90 02","80","0.00%","","Of tool steel"
"7224900300","","10","","","Other"
"7224900300","","20","","","Of rectangular (including square) cross-section"
"7224900300","","30","","","Hot-rolled or obtained by continuous casting"
"7224900300","","40","","","The width measuring less than twice the thickness"
"7224900300","7224 90 03","80","0.00%","","Of high-speed steel"
"7224900500","7224 90 05","80","0.00%","","Containing by weight not more than 0;7% of carbon; 0;5% or more but not more than 1;2% of manganese and 0;6% or more but not more than 2;3% of silicon; containing by weight 0;0008% or more of boron with any other element less than the minimum content referred to in note 1(f) to this chapter"
"7224900700","7224 90 07","80","0.00%","","Other"
"7224901400","7224 90 14","80","0.00%","","Other"
"7224901800","7224 90 18","80","0.00%","","Forged"
"7224903100","","10","","","Other"
"7224903100","","20","","","Hot-rolled or obtained by continuous casting"
"7224903100","7224 90 31","80","0.00%","","Containing by weight not less than 0;9% but not more than 1;15% of carbon; not less than 0;5% but not more than 2% of chromium and; if present; not more than 0;5% of molybdenum"
"7224903800","7224 90 38","80","0.00%","","Other"
"7224909000","7224 90 90","80","0.00%","","Forged"
"7225000000","7225","80","","","Flat-rolled products of other alloy steel; of a width of 600 mm or more"
"7225110000","","10","","","Of silicon-electrical steel"
"7225110000","7225 11","80","0.00%","","Grain-oriented"
"7225190000","7225 19","80","","","Other"
"7225191000","7225 19 10","80","0.00%","","Hot-rolled"
"7225199000","7225 19 90","80","0.00%","","Cold-rolled"
"7225300000","7225 30","80","","","Other; not further worked than hot-rolled; in coils"
"7225301000","7225 30 10","80","0.00%","","Of tool steel"
"7225303000","7225 30 30","80","0.00%","","Of high-speed steel"
"7225309000","7225 30 90","80","0.00%","","Other"
"7225400000","7225 40","80","","","Other; not further worked than hot-rolled; not in coils"
"7225401200","7225 40 12","80","0.00%","","Of tool steel"
"7225401500","7225 40 15","80","0.00%","","Of high-speed steel"
"7225404000","","10","","","Other"
"7225404000","7225 40 40","80","0.00%","","Of a thickness exceeding 10 mm"
"7225406000","7225 40 60","80","0.00%","","Of a thickness of 4;75 mm or more but not exceeding 10 mm"
"7225409000","7225 40 90","80","0.00%","","Of a thickness of less than 4;75 mm"
"7225500000","7225 50","80","","","Other; not further worked than cold-rolled (cold-reduced)"
"7225502000","7225 50 20","80","0.00%","","Of high-speed steel"
"7225508000","7225 50 80","80","0.00%","","Other"
"7225910000","","10","","","Other"
"7225910000","7225 91","80","0.00%","","Electrolytically plated or coated with zinc"
"7225920000","7225 92","80","0.00%","","Otherwise plated or coated with zinc"
"7225990000","7225 99","80","0.00%","","Other"
"7226000000","7226","80","","","Flat-rolled products of other alloy steel; of a width of less than 600 mm"
"7226110000","","10","","","Of silicon-electrical steel"
"7226110000","7226 11","80","0.00%","","Grain-oriented"
"7226190000","7226 19","80","","","Other"
"7226191000","7226 19 10","80","0.00%","","Not further worked than hot-rolled"
"7226198000","7226 19 80","80","0.00%","","Other"
"7226200000","7226 20","80","0.00%","","Of high-speed steel"
"7226910000","","10","","","Other"
"7226910000","7226 91","80","","","Not further worked than hot-rolled"
"7226912000","7226 91 20","80","0.00%","","Of tool steel"
"7226919100","","10","","","Other"
"7226919100","7226 91 91","80","0.00%","","Of a thickness of 4;75 mm or more"
"7226919900","7226 91 99","80","0.00%","","Of a thickness of less than 4;75 mm"
"7226920000","7226 92","80","0.00%","","Not further worked than cold-rolled (cold-reduced)"
"7226990000","7226 99","80","","","Other"
"7226991000","7226 99 10","80","0.00%","","Electrolytically plated or coated with zinc"
"7226993000","7226 99 30","80","0.00%","","Otherwise plated or coated with zinc"
"7226997000","7226 99 70","80","0.00%","","Other"
"7227000000","7227","80","","","Bars and rods; hot-rolled; in irregularly wound coils; of other alloy steel"
"7227100000","7227 10","80","0.00%","","Of high-speed steel"
"7227200000","7227 20","80","0.00%","","Of silico-manganese steel"
"7227900000","7227 90","80","","","Other"
"7227901000","7227 90 10","80","0.00%","","Containing by weight 0;0008% or more of boron with any other element less than the minimum content referred to in note 1(f) to this chapter"
"7227905000","7227 90 50","80","0.00%","","Containing by weight 0;9% or more but not more than 1;15% of carbon; 0;5% or more but not more than 2% of chromium and; if present; not more than 0;5% of molybdenum"
"7227909500","7227 90 95","80","0.00%","","Other"
"7228000000","7228","80","","","Other bars and rods of other alloy steel; angles; shapes and sections; of other alloy steel; hollow drill bars and rods; of alloy or non-alloy steel"
"7228100000","7228 10","80","","","Bars and rods; of high-speed steel"
"7228102000","7228 10 20","80","0.00%","","Not further worked than hot-rolled; hot-drawn or extruded; hot-rolled; hot-drawn or extruded; not further worked than clad"
"7228105000","7228 10 50","80","0.00%","","Forged"
"7228109000","7228 10 90","80","0.00%","","Other"
"7228200000","7228 20","80","","","Bars and rods; of silico-manganese steel"
"7228201000","7228 20 10","80","0.00%","","Of rectangular (other than square) cross-section; hot-rolled on four faces"
"7228209100","","10","","","Other"
"7228209100","7228 20 91","80","0.00%","","Not further worked than hot-rolled; hot-drawn or extruded; hot-rolled; hot-drawn or extruded; not further worked than clad"
"7228209900","7228 20 99","80","0.00%","","Other"
"7228300000","7228 30","80","","","Other bars and rods; not further worked than hot-rolled; hot-drawn or extruded"
"7228302000","7228 30 20","80","0.00%","","Of tool steel"
"7228304100","","10","","","Containing by weight 0;9% or more but not more than 1;15% of carbon; 0;5% or more but not more than 2% of chromium and; if present; not more than 0;5% of molybdenum"
"7228304100","7228 30 41","80","0.00%","","Of circular cross-section of a diameter of 80 mm or more"
"7228304900","7228 30 49","80","0.00%","","Other"
"7228306100","","10","","","Other"
"7228306100","","20","","","Of circular cross-section; of a diameter of"
"7228306100","7228 30 61","80","0.00%","","80 mm or more"
"7228306900","7228 30 69","80","0.00%","","Less than 80 mm"
"7228307000","7228 30 70","80","0.00%","","Of rectangular (other than square) cross-section; hot-rolled on four faces"
"7228308900","7228 30 89","80","0.00%","","Other"
"7228400000","7228 40","80","","","Other bars and rods; not further worked than forged"
"7228401000","7228 40 10","80","0.00%","","Of tool steel"
"7228409000","7228 40 90","80","0.00%","","Other"
"7228500000","7228 50","80","","","Other bars and rods; not further worked than cold-formed or cold-finished"
"7228502000","7228 50 20","80","0.00%","","Of tool steel"
"7228504000","7228 50 40","80","0.00%","","Containing by weight 0;9% or more but not more than 1;15% of carbon; 0;5% or more but not more than 2% of chromium and; if present; not more than 0;5% of molybdenum"
"7228506100","","10","","","Other"
"7228506100","","20","","","Of circular cross-section; of a diameter of"
"7228506100","7228 50 61","80","0.00%","","80 mm or more"
"7228506900","7228 50 69","80","0.00%","","Less than 80 mm"
"7228508000","7228 50 80","80","0.00%","","Other"
"7228600000","7228 60","80","","","Other bars and rods"
"7228602000","7228 60 20","80","0.00%","","Of tool steel"
"7228608000","7228 60 80","80","0.00%","","Other"
"7228700000","7228 70","80","","","Angles; shapes and sections"
"7228701000","7228 70 10","80","0.00%","","Not further worked than hot-rolled; hot-drawn or extruded"
"7228709000","7228 70 90","80","0.00%","","Other"
"7228800000","7228 80","80","0.00%","","Hollow drill bars and rods"
"7229000000","7229","80","","","Wire of other alloy steel"
"7229200000","7229 20","80","0.00%","","Of silico-manganese steel"
"7229900000","7229 90","80","","","Other"
"7229902000","7229 90 20","80","0.00%","","Of high-speed steel"
"7229905000","7229 90 50","80","0.00%","","Containing by weight 0;9% or more but not more than 1;15% of carbon; 0;5% or more but not more than 2% of chromium and; if present; not more than 0;5% of molybdenum"
"7229909000","7229 90 90","80","0.00%","","Other"
"7300000000","7300","80","","","ARTICLES OF IRON OR STEEL"
"7301000000","7301","80","","","Sheet piling of iron or steel; whether or not drilled; punched or made from assembled elements; welded angles; shapes and sections; of iron or steel"
"7301100000","7301 10","80","0.00%","","Sheet piling"
"7301200000","7301 20","80","0.00%","","Angles; shapes and sections"
"7302000000","7302","80","","","Railway or tramway track construction material of iron or steel; the following: rails; check-rails and rack rails; switch blades; crossing frogs; point rods and other crossing pieces; sleepers (cross-ties); fish-plates; chairs; chair wedges; sole plates (base plates); rail clips; bedplates; ties and other material specialised for jointing or fixing rails"
"7302100000","7302 10","80","","","Rails"
"7302101000","7302 10 10","80","0.00%","","Current-conducting; with parts of non-ferrous metal"
"7302102200","","10","","","Other"
"7302102200","","20","","","New"
"7302102200","","30","","","Vignole rails"
"7302102200","7302 10 22","80","0.00%","","Of a weight per metre of 36 kg or more"
"7302102800","7302 10 28","80","0.00%","","Of a weight per metre of less than 36 kg"
"7302104000","7302 10 40","80","0.00%","","Grooved rails"
"7302105000","7302 10 50","80","0.00%","","Other"
"7302109000","7302 10 90","80","0.00%","","Used"
"7302300000","7302 30","80","0.00%","","Switch blades; crossing frogs; point rods and other crossing pieces"
"7302400000","7302 40","80","0.00%","","Fish-plates and sole plates"
"7302900000","7302 90","80","0.00%","","Other"
"7303000000","7303","80","","","Tubes; pipes and hollow profiles; of cast iron"
"7303001000","7303 00 10","80","0.00%","","Tubes and pipes of a kind used in pressure systems"
"7303009000","7303 00 90","80","0.00%","","Other"
"7304000000","7304","80","","","Tubes; pipes and hollow profiles; seamless; of iron (other than cast iron) or steel"
"7304110000","","10","","","Line pipe of a kind used for oil or gas pipelines"
"7304110000","7304 11","80","0.00%","","Of stainless steel"
"7304190000","7304 19","80","","","Other"
"7304191000","7304 19 10","80","0.00%","","Of an external diameter not exceeding 168;3 mm"
"7304193000","7304 19 30","80","0.00%","","Of an external diameter exceeding 168;3 mm but not exceeding 406;4 mm"
"7304199000","7304 19 90","80","0.00%","","Of an external diameter exceeding 406;4 mm"
"7304220000","","10","","","Casing; tubing and drill pipe; of a kind used in drilling for oil or gas"
"7304220000","7304 22","80","0.00%","","Drill pipe of stainless steel"
"7304230000","7304 23","80","0.00%","","Other drill pipe"
"7304240000","7304 24","80","0.00%","","Other; of stainless steel"
"7304290000","7304 29","80","","","Other"
"7304291000","7304 29 10","80","0.00%","","Of an external diameter not exceeding 168;3 mm"
"7304293000","7304 29 30","80","0.00%","","Of an external diameter exceeding 168;3 mm but not exceeding 406;4 mm"
"7304299000","7304 29 90","80","0.00%","","Of an external diameter exceeding 406;4 mm"
"7304310000","","10","","","Other; of circular cross-section; of iron or non-alloy steel"
"7304310000","7304 31","80","","","Cold-drawn or cold-rolled (cold-reduced)"
"7304312000","7304 31 20","80","0.00%","","Precision tubes"
"7304318000","7304 31 80","80","0.00%","","Other"
"7304390000","7304 39","80","","","Other"
"7304391000","7304 39 10","80","0.00%","","Unworked; straight and of uniform wall thickness; for use solely in the manufacture of tubes and pipes with other cross-sections and wall thicknesses"
"7304395200","","10","","","Other"
"7304395200","","20","","","Threaded or threadable tubes (gas pipe)"
"7304395200","7304 39 52","80","0.00%","","Plated or coated with zinc"
"7304395800","7304 39 58","80","0.00%","","Other"
"7304399200","","10","","","Other; of an external diameter"
"7304399200","7304 39 92","80","0.00%","","Not exceeding 168;3 mm"
"7304399300","7304 39 93","80","0.00%","","Exceeding 168;3 mm but not exceeding 406;4 mm"
"7304399800","7304 39 98","80","0.00%","","Exceeding 406;4 mm"
"7304410000","","10","","","Other; of circular cross-section; of stainless steel"
"7304410000","7304 41","80","0.00%","","Cold-drawn or cold-rolled (cold-reduced)"
"7304490000","7304 49","80","","","Other"
"7304491000","7304 49 10","80","0.00%","","Unworked; straight and of uniform wall thickness; for use solely in the manufacture of tubes and pipes with other cross-sections and wall thicknesses"
"7304499300","","10","","","Other"
"7304499300","7304 49 93","80","0.00%","","Of an external diameter not exceeding 168;3 mm"
"7304499500","7304 49 95","80","0.00%","","Of an external diameter exceeding 168;3 mm but not exceeding 406;4 mm"
"7304499900","7304 49 99","80","0.00%","","Of an external diameter exceeding 406;4 mm"
"7304510000","","10","","","Other; of circular cross-section; of other alloy steel"
"7304510000","7304 51","80","","","Cold-drawn or cold-rolled (cold-reduced)"
"7304511200","","10","","","Straight and of uniform wall thickness; of alloy steel containing by weight not less than 0;9% but not more than 1;15% of carbon; not less than 0;5% but not more than 2% of chromium and; if present; not more than 0;5% of molybdenum; of a length"
"7304511200","7304 51 12","80","0.00%","","Not exceeding 0;5 m"
"7304511800","7304 51 18","80","0.00%","","Exceeding 0;5 m"
"7304518100","","10","","","Other"
"7304518100","7304 51 81","80","0.00%","","Precision tubes"
"7304518900","7304 51 89","80","0.00%","","Other"
"7304590000","7304 59","80","","","Other"
"7304591000","7304 59 10","80","0.00%","","Unworked; straight and of uniform wall thickness; for use solely in the manufacture of tubes and pipes with other cross-sections and wall-thicknesses"
"7304593200","","10","","","Other; straight and of uniform wall thickness; of alloy steel containing by weight not less than 0;9% but not more than 1;15% of carbon; not less than 0;5% but not more than 2% of chromium and; if present; not more than 0;5% of molybdenum; of a length"
"7304593200","7304 59 32","80","0.00%","","Not exceeding 0;5 m"
"7304593800","7304 59 38","80","0.00%","","Exceeding 0;5 m"
"7304599200","","10","","","Other"
"7304599200","7304 59 92","80","0.00%","","Of an external diameter not exceeding 168;3 mm"
"7304599300","7304 59 93","80","0.00%","","Of an external diameter exceeding 168;3 mm but not exceeding 406;4 mm"
"7304599900","7304 59 99","80","0.00%","","Of an external diameter exceeding 406;4 mm"
"7304900000","7304 90","80","0.00%","","Other"
"7305000000","7305","80","","","Other tubes and pipes (for example; welded; riveted or similarly closed); having circular cross-sections; the external diameter of which exceeds 406;4 mm; of iron or steel"
"7305110000","","10","","","Line pipe of a kind used for oil or gas pipelines"
"7305110000","7305 11","80","0.00%","","Longitudinally submerged arc welded"
"7305120000","7305 12","80","0.00%","","Other; longitudinally welded"
"7305190000","7305 19","80","0.00%","","Other"
"7305200000","7305 20","80","0.00%","","Casing of a kind used in drilling for oil or gas"
"7305310000","","10","","","Other; welded"
"7305310000","7305 31","80","0.00%","","Longitudinally welded"
"7305390000","7305 39","80","0.00%","","Other"
"7305900000","7305 90","80","0.00%","","Other"
"7306000000","7306","80","","","Other tubes; pipes and hollow profiles (for example; open seam or welded; riveted or similarly closed); of iron or steel"
"7306110000","","10","","","Line pipe of a kind used for oil or gas pipelines"
"7306110000","7306 11","80","","","Welded; of stainless steel"
"7306111000","7306 11 10","80","0.00%","","Longitudinally welded"
"7306119000","7306 11 90","80","0.00%","","Spirally welded"
"7306190000","7306 19","80","","","Other"
"7306191000","7306 19 10","80","0.00%","","Longitudinally welded"
"7306199000","7306 19 90","80","0.00%","","Spirally welded"
"7306210000","","10","","","Casing and tubing of a kind used in drilling for oil or gas"
"7306210000","7306 21","80","0.00%","","Welded; of stainless steel"
"7306290000","7306 29","80","0.00%","","Other"
"7306300000","7306 30","80","","","Other; welded; of circular cross-section; of iron or non-alloy steel"
"7306301100","","10","","","Precision tubes; with a wall thickness"
"7306301100","7306 30 11","80","0.00%","","Not exceeding 2 mm"
"7306301900","7306 30 19","80","0.00%","","Exceeding 2 mm"
"7306304100","","10","","","Other"
"7306304100","","20","","","Threaded or threadable tubes (gas pipe)"
"7306304100","7306 30 41","80","0.00%","","Plated or coated with zinc"
"7306304900","7306 30 49","80","0.00%","","Other"
"7306307200","","10","","","Other; of an external diameter"
"7306307200","","20","","","Not exceeding 168;3 mm"
"7306307200","7306 30 72","80","0.00%","","Plated or coated with zinc"
"7306307700","7306 30 77","80","0.00%","","Other"
"7306308000","7306 30 80","80","0.00%","","Exceeding 168;3 mm but not exceeding 406;4 mm"
"7306400000","7306 40","80","","","Other; welded; of circular cross-section; of stainless steel"
"7306402000","7306 40 20","80","0.00%","","Cold-drawn or cold-rolled (cold-reduced)"
"7306408000","7306 40 80","80","0.00%","","Other"
"7306500000","7306 50","80","","","Other; welded; of circular cross-section; of other alloy steel"
"7306502000","7306 50 20","80","0.00%","","Precision tubes"
"7306508000","7306 50 80","80","0.00%","","Other"
"7306610000","","10","","","Other; welded; of non-circular cross-section"
"7306610000","7306 61","80","","","Of square or rectangular cross-section"
"7306611000","7306 61 10","80","0.00%","","Of stainless steel"
"7306619200","","10","","","Other"
"7306619200","7306 61 92","80","0.00%","","With a wall thickness not exceeding 2 mm"
"7306619900","7306 61 99","80","0.00%","","With a wall thickness exceeding 2 mm"
"7306690000","7306 69","80","","","Of other non-circular cross-section"
"7306691000","7306 69 10","80","0.00%","","Of stainless steel"
"7306699000","7306 69 90","80","0.00%","","Other"
"7306900000","7306 90","80","0.00%","","Other"
"7307000000","7307","80","","","Tube or pipe fittings (for example; couplings; elbows; sleeves); of iron or steel"
"7307110000","","10","","","Cast fittings"
"7307110000","7307 11","80","","","Of non-malleable cast iron"
"7307111000","7307 11 10","80","0.00%","","Of a kind used in pressure systems"
"7307119000","7307 11 90","80","0.00%","","Other"
"7307190000","7307 19","80","","","Other"
"7307191000","7307 19 10","80","0.00%","","Of malleable cast iron"
"7307199000","7307 19 90","80","0.00%","","Other"
"7307210000","","10","","","Other; of stainless steel"
"7307210000","7307 21","80","0.00%","","Flanges"
"7307220000","7307 22","80","","","Threaded elbows; bends and sleeves"
"7307221000","7307 22 10","80","0.00%","","Sleeves"
"7307229000","7307 22 90","80","0.00%","","Elbows and bends"
"7307230000","7307 23","80","","","Butt welding fittings"
"7307231000","7307 23 10","80","0.00%","","Elbows and bends"
"7307239000","7307 23 90","80","0.00%","","Other"
"7307290000","7307 29","80","","","Other"
"7307291000","7307 29 10","80","0.00%","","Threaded"
"7307298000","7307 29 80","80","0.00%","","Other"
"7307910000","","10","","","Other"
"7307910000","7307 91","80","0.00%","","Flanges"
"7307920000","7307 92","80","","","Threaded elbows; bends and sleeves"
"7307921000","7307 92 10","80","0.00%","","Sleeves"
"7307929000","7307 92 90","80","0.00%","","Elbows and bends"
"7307930000","7307 93","80","","","Butt welding fittings"
"7307931100","","10","","","With greatest external diameter not exceeding 609;6 mm"
"7307931100","7307 93 11","80","0.00%","","Elbows and bends"
"7307931900","7307 93 19","80","0.00%","","Other"
"7307939100","","10","","","With greatest external diameter exceeding 609;6 mm"
"7307939100","7307 93 91","80","0.00%","","Elbows and bends"
"7307939900","7307 93 99","80","0.00%","","Other"
"7307990000","7307 99","80","","","Other"
"7307991000","7307 99 10","80","0.00%","","Threaded"
"7307998000","7307 99 80","80","0.00%","","Other"
"7308000000","7308","80","","","Structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example; bridges and bridge-sections; lock-gates; towers; lattice masts; roofs; roofing frameworks; doors and windows and their frames and thresholds for doors; shutters; balustrades; pillars and columns); of iron or steel; plates; rods; angles; shapes; sections; tubes and the like; prepared for use in structures; of iron or steel"
"7308100000","7308 10","80","0.00%","","Bridges and bridge-sections"
"7308200000","7308 20","80","0.00%","","Towers and lattice masts"
"7308300000","7308 30","80","0.00%","","Doors; windows and their frames and thresholds for doors"
"7308400000","7308 40","80","0.00%","","Equipment for scaffolding; shuttering; propping or pit-propping"
"7308900000","7308 90","80","","","Other"
"7308905100","","10","","","Solely or principally of sheet"
"7308905100","7308 90 51","80","0.00%","","Panels comprising two walls of profiled (ribbed) sheet with an insulating core"
"7308905900","7308 90 59","80","0.00%","","Other"
"7308909800","7308 90 98","80","0.00%","","Other"
"7309000000","7309","80","","","Reservoirs; tanks; vats and similar containers for any material (other than compressed or liquefied gas); of iron or steel; of a capacity exceeding 300 l; whether or not lined or heat-insulated; but not fitted with mechanical or thermal equipment"
"7309001000","7309 00 10","80","0.00%","","For gases (other than compressed or liquefied gas)"
"7309003000","","10","","","For liquids"
"7309003000","7309 00 30","80","0.00%","","Lined or heat-insulated"
"7309005100","","10","","","Other; of a capacity"
"7309005100","7309 00 51","80","0.00%","","Exceeding 100 000 l"
"7309005900","7309 00 59","80","0.00%","","Not exceeding 100 000 l"
"7309009000","7309 00 90","80","0.00%","","For solids"
"7310000000","7310","80","","","Tanks; casks; drums; cans; boxes and similar containers; for any material (other than compressed or liquefied gas); of iron or steel; of a capacity not exceeding 300 l; whether or not lined or heat-insulated; but not fitted with mechanical or thermal equipment"
"7310100000","7310 10","80","0.00%","","Of a capacity of 50 l or more"
"7310210000","","10","","","Of a capacity of less than 50 l"
"7310210000","7310 21","80","","","Cans which are to be closed by soldering or crimping"
"7310211100","7310 21 11","80","0.00%","","Cans of a kind used for preserving food"
"7310211900","7310 21 19","80","0.00%","","Cans of a kind used for preserving drink"
"7310219100","","10","","","Other; with a wall thickness of"
"7310219100","7310 21 91","80","0.00%","","Less than 0;5 mm"
"7310219900","7310 21 99","80","0.00%","","0;5 mm or more"
"7310290000","7310 29","80","","","Other"
"7310291000","7310 29 10","80","0.00%","","With a wall thickness of less than 0;5 mm"
"7310299000","7310 29 90","80","0.00%","","With a wall thickness of 0;5 mm or more"
"7311000000","7311","80","","","Containers for compressed or liquefied gas; of iron or steel"
"7311001100","","10","","","Seamless"
"7311001100","","20","","","For a pressure of 165 bar or more; of a capacity of"
"7311001100","7311 00 11","80","0.00%","","Less than 20 l"
"7311001300","7311 00 13","80","0.00%","","20 l or more but not more than 50 l"
"7311001900","7311 00 19","80","0.00%","","More than 50 l"
"7311003000","7311 00 30","80","0.00%","","Other"
"7311009100","","10","","","Other; of a capacity of"
"7311009100","7311 00 91","80","0.00%","","Less than 1 000 l"
"7311009900","7311 00 99","80","0.00%","","1 000 l or more"
"7312000000","7312","80","","","Stranded wire; ropes; cables; plaited bands; slings and the like; of iron or steel; not electrically insulated"
"7312100000","7312 10","80","","","Stranded wire; ropes and cables"
"7312102000","7312 10 20","80","0.00%","","Of stainless steel"
"7312104100","","10","","","Other; with a maximum cross-sectional dimension"
"7312104100","","20","","","Not exceeding 3 mm"
